no_of_student,day,item_1_name,item_1_cooked,item_1_left_over,item_2_name,item_2_cooked,item_2_left_over,item_3_name,item_3_cooked,item_3_left_over
166,Thursday,pulao,13.36,2.31,biryani,9.36,2.12,khichdi,50.15,4.07
778,Monday,sambar,30.16,6.02,idli,5.92,0.51,khichdi,79.58,13.18
807,Sunday,paneer,11.2,1.82,pulao,68.73,16.55,biryani,19.31,2.3
807,Saturday,rajma,85.56,13.15,biryani,68.46,8.96,roti,65.63,13.2
469,Sunday,sambar,43.05,10.24,dosa,99.25,24.25,biryani,30.37,1.66
516,Thursday,idli,3.74,0.26,paratha,83.33,15.32,rajma,46.38,10.99
438,Sunday,biryani,65.3,9.97,vada,49.31,11.52,paratha,27.79,5.94
834,Sunday,poori,47.8,6.97,chole,34.96,7.41,dal,48.69,10.74
237,Monday,upma,60.84,6.58,pulao,96.59,10.64,vada,22.13,3.38
749,Thursday,sambar,77.3,18.32,upma,50.82,8.45,pulao,61.1,4.85
962,Thursday,sambar,25.78,5.67,idli,69.21,7.77,biryani,61.7,3.54
945,Monday,dal,1.03,0.21,biryani,78.67,10.41,roti,87.67,5.71
642,Thursday,pulao,95.51,6.21,dosa,7.61,1.35,idli,52.93,8.63
801,Friday,biryani,44.7,5.08,paratha,16.65,1.82,roti,12.5,0.69
111,Thursday,sambar,83.15,10.52,dosa,69.89,12.3,chole,83.62,11.32
344,Saturday,paneer,30.72,4.57,pulao,77.66,11.91,vada,30.0,2.82
504,Sunday,biryani,6.81,1.16,chole,82.29,12.18,vada,72.13,4.45
110,Thursday,dal,62.41,14.4,idli,39.07,7.72,rajma,68.54,3.83
553,Tuesday,roti,73.55,12.38,vada,84.62,8.13,rajma,9.71,2.09
379,Monday,roti,70.74,10.59,chole,91.57,9.51,dal,84.98,12.57
312,Wednesday,chole,64.35,8.24,rajma,73.64,8.44,dal,79.53,14.85
367,Monday,paratha,56.93,6.92,dal,63.82,14.55,chole,26.38,6.09
185,Thursday,vada,58.35,10.05,rajma,10.41,1.56,paratha,44.52,5.57
159,Saturday,sambar,16.97,2.42,khichdi,86.04,15.06,pulao,87.51,21.13
148,Tuesday,biryani,70.61,16.51,idli,17.83,4.18,chole,79.94,14.54
861,Sunday,paneer,34.1,6.49,idli,94.9,19.49,dosa,37.86,6.12
659,Sunday,dal,23.72,4.93,vada,4.91,0.92,chole,32.61,5.61
719,Monday,khichdi,92.06,5.75,rajma,58.52,10.71,pulao,15.04,3.08
522,Tuesday,paratha,16.61,2.78,upma,48.56,2.57,khichdi,57.23,3.06
956,Monday,paneer,55.96,10.79,roti,17.46,3.46,upma,90.17,5.23
476,Thursday,dal,39.36,4.18,sambar,39.15,2.32,chole,74.02,16.75
584,Friday,biryani,66.48,10.99,paratha,51.15,4.21,khichdi,47.18,2.93
897,Friday,biryani,26.39,4.64,pulao,39.28,4.92,vada,23.06,1.67
500,Tuesday,roti,20.58,3.96,pulao,19.88,4.4,dosa,2.64,0.56
752,Saturday,sambar,49.08,8.72,rajma,50.5,6.39,dal,15.9,2.27
906,Monday,dal,89.93,6.18,poori,5.86,1.37,biryani,21.36,2.31
885,Friday,dal,53.15,12.72,poori,65.27,10.11,paneer,2.29,0.21
791,Tuesday,dosa,56.88,3.32,poori,50.4,11.09,sambar,30.82,2.0
490,Thursday,khichdi,94.47,7.38,paratha,46.65,11.4,idli,88.12,8.22
418,Thursday,paneer,59.74,13.43,roti,57.87,12.46,chole,97.69,18.19
573,Friday,dal,88.63,15.6,dosa,88.63,7.71,vada,4.76,0.47
392,Sunday,chole,50.05,6.52,dal,73.05,15.22,paneer,80.24,9.55
452,Thursday,paratha,12.11,2.31,biryani,26.31,2.99,paneer,77.04,11.45
817,Tuesday,dal,24.67,5.4,rajma,19.69,4.21,biryani,45.39,4.33
371,Wednesday,rajma,92.69,8.65,vada,61.13,5.72,sambar,25.73,1.32
774,Friday,dosa,14.26,1.69,idli,25.71,2.83,pulao,97.57,8.46
825,Friday,chole,46.43,9.54,sambar,52.9,7.22,roti,88.81,17.41
952,Monday,paratha,15.43,2.48,roti,13.0,1.27,idli,87.37,18.16
312,Thursday,vada,84.98,12.83,chole,18.58,3.09,sambar,66.61,4.47
282,Friday,chole,44.46,2.77,vada,6.09,0.51,dal,50.89,6.02
638,Thursday,sambar,96.68,7.89,khichdi,54.91,11.07,idli,92.88,21.51
369,Friday,upma,68.21,9.66,khichdi,27.37,1.79,dal,18.93,1.16
250,Friday,pulao,15.85,1.22,dosa,46.28,4.86,khichdi,77.24,13.82
925,Thursday,paratha,1.86,0.25,roti,82.08,13.17,rajma,25.02,4.06
339,Sunday,idli,71.68,11.75,sambar,43.13,4.9,upma,74.87,15.93
600,Tuesday,biryani,78.27,9.26,roti,34.12,3.11,dal,3.0,0.39
436,Friday,vada,57.46,7.62,khichdi,28.27,6.56,dal,49.89,3.56
690,Thursday,dal,83.92,13.49,roti,67.52,11.57,paneer,83.28,13.27
991,Monday,pulao,69.69,16.14,poori,34.82,4.24,khichdi,47.86,6.65
586,Wednesday,chole,4.22,0.76,upma,3.23,0.44,idli,8.33,0.63
214,Saturday,vada,86.04,20.5,upma,35.33,6.3,paratha,69.83,16.56
660,Friday,poori,60.51,11.43,dal,1.96,0.16,paratha,21.07,2.59
390,Wednesday,rajma,78.56,8.66,paratha,77.9,5.63,paneer,1.76,0.41
785,Monday,paratha,63.28,12.14,paneer,22.38,2.22,chole,20.1,2.66
359,Thursday,poori,54.57,13.51,roti,92.12,14.13,vada,40.95,4.84
555,Monday,dal,53.06,11.31,dosa,89.33,7.05,paratha,86.06,17.21
883,Sunday,dosa,12.52,2.45,paratha,29.38,6.04,biryani,74.24,15.91
800,Tuesday,dosa,64.57,14.97,dal,81.04,12.62,biryani,93.12,19.59
341,Thursday,paneer,59.09,9.05,pulao,6.22,1.21,dosa,36.7,3.65
814,Saturday,idli,42.09,5.16,dosa,29.37,3.81,biryani,35.22,8.3
196,Tuesday,vada,40.73,8.27,biryani,5.09,1.27,roti,30.58,3.22
446,Wednesday,upma,98.03,8.02,vada,76.23,12.55,paratha,19.74,2.32
131,Sunday,paneer,76.58,6.72,roti,46.78,4.62,idli,3.2,0.75
681,Tuesday,roti,91.58,21.36,dal,33.03,5.02,sambar,43.98,5.49
231,Friday,biryani,95.28,13.52,dal,6.26,0.41,roti,24.41,3.72
597,Saturday,poori,72.21,14.66,dal,20.83,4.14,dosa,22.15,2.13
708,Wednesday,pulao,34.03,7.67,rajma,28.6,3.52,paneer,71.6,13.34
265,Tuesday,idli,98.92,10.46,poori,8.33,1.17,paneer,78.27,18.91
977,Thursday,biryani,68.21,6.11,roti,38.38,3.87,poori,80.64,16.94
164,Wednesday,idli,57.39,13.82,chole,39.36,4.57,paratha,37.52,5.58
562,Monday,idli,2.26,0.48,paratha,91.79,11.1,sambar,59.99,8.7
124,Thursday,pulao,23.33,5.22,chole,84.33,8.93,poori,82.96,19.14
448,Monday,chole,40.35,8.99,dal,55.3,10.59,vada,73.23,17.1
171,Sunday,dosa,43.57,3.77,roti,19.1,4.29,paratha,38.47,6.95
590,Monday,sambar,32.61,4.76,paratha,99.3,22.93,khichdi,24.56,5.12
182,Tuesday,khichdi,76.14,7.61,rajma,17.74,2.82,upma,54.01,11.02
683,Saturday,chole,70.8,6.98,paneer,94.87,20.79,roti,62.96,12.71
411,Saturday,idli,22.69,4.45,roti,32.61,4.0,biryani,15.68,1.76
863,Thursday,poori,85.13,20.86,roti,32.87,2.87,idli,95.21,17.74
943,Monday,idli,48.52,3.67,upma,25.72,3.94,sambar,79.49,4.15
436,Friday,sambar,2.2,0.2,poori,8.39,0.57,paneer,33.16,6.39
879,Saturday,chole,44.46,9.02,paratha,62.49,7.67,roti,41.26,8.94
251,Tuesday,roti,61.39,11.86,biryani,36.51,6.49,chole,52.26,4.89
131,Monday,rajma,58.63,7.47,khichdi,52.75,3.47,chole,69.31,15.07
315,Wednesday,poori,38.89,7.93,khichdi,35.57,7.72,paneer,79.79,12.82
112,Wednesday,dosa,65.21,11.22,sambar,33.01,3.27,biryani,77.97,14.2
484,Saturday,vada,61.9,6.26,upma,45.31,9.22,sambar,52.13,6.39
413,Thursday,vada,27.35,6.69,biryani,82.89,16.96,paneer,15.36,3.35
187,Friday,roti,99.58,23.24,paneer,56.74,8.81,khichdi,84.67,10.22
179,Sunday,roti,54.55,8.67,khichdi,35.25,8.37,paratha,21.06,4.58
123,Saturday,dosa,92.78,5.66,khichdi,17.43,2.78,rajma,43.7,7.2
129,Sunday,chole,22.73,5.43,vada,67.17,10.15,roti,41.14,8.01
418,Saturday,upma,63.13,11.38,pulao,38.98,4.58,poori,12.38,1.69
705,Wednesday,biryani,97.05,19.54,sambar,64.22,10.63,paneer,62.86,12.72
515,Thursday,khichdi,65.82,6.36,paratha,91.38,18.1,idli,81.13,15.57
977,Tuesday,roti,48.9,5.91,chole,51.21,5.79,poori,24.18,3.89
771,Friday,paratha,75.05,4.96,upma,54.17,9.08,rajma,64.72,11.15
778,Wednesday,upma,78.5,16.72,pulao,35.37,2.9,khichdi,83.15,18.4
236,Tuesday,upma,55.34,10.44,paratha,47.57,10.97,sambar,37.17,3.81
985,Friday,paratha,75.39,6.55,khichdi,84.97,14.88,sambar,93.33,19.22
139,Monday,khichdi,52.55,9.73,roti,33.77,7.56,paratha,27.66,2.1
551,Thursday,upma,73.09,5.41,paneer,34.14,5.73,biryani,53.56,8.39
499,Friday,dal,4.28,0.54,roti,39.08,9.66,pulao,50.74,9.82
686,Tuesday,paneer,92.22,20.84,dosa,4.63,0.32,upma,54.75,13.28
890,Thursday,rajma,7.29,0.6,khichdi,88.77,20.12,vada,22.74,5.51
959,Tuesday,pulao,97.95,16.7,poori,90.17,14.73,paneer,14.86,0.92
397,Saturday,chole,27.91,3.43,paratha,54.04,8.39,paneer,57.9,9.26
319,Saturday,roti,53.25,8.48,poori,50.62,7.47,sambar,22.78,1.99
144,Friday,idli,66.96,9.42,roti,15.77,3.5,rajma,51.53,4.22
224,Thursday,chole,89.37,15.12,dal,35.33,7.41,sambar,27.19,5.79
904,Thursday,khichdi,23.13,1.21,dal,47.16,5.6,upma,45.8,3.54
579,Wednesday,poori,82.6,9.59,pulao,24.56,2.53,biryani,27.02,3.45
613,Monday,dal,55.17,9.46,chole,68.23,9.97,dosa,54.89,7.22
183,Saturday,idli,16.42,1.95,roti,24.47,5.11,sambar,35.37,3.59
464,Tuesday,vada,84.33,5.49,pulao,22.66,5.29,idli,40.18,9.33
932,Friday,idli,94.75,15.84,dosa,43.51,6.55,rajma,30.43,2.69
596,Monday,vada,83.0,19.21,khichdi,17.8,1.98,biryani,93.04,12.94
778,Sunday,paratha,6.49,0.46,khichdi,79.87,13.27,vada,54.81,8.7
520,Thursday,roti,3.55,0.75,dal,55.19,4.78,rajma,54.75,5.52
581,Tuesday,paratha,13.97,3.15,khichdi,4.38,1.01,dal,89.42,5.98
297,Monday,biryani,97.33,13.45,paneer,84.32,11.74,vada,4.68,0.26
689,Tuesday,paratha,81.96,13.81,dosa,94.81,15.33,paneer,48.57,12.08
576,Sunday,poori,25.49,3.33,rajma,3.67,0.68,pulao,11.87,1.36
644,Monday,idli,65.26,14.57,paratha,97.87,22.48,roti,69.53,17.27
227,Tuesday,pulao,90.34,8.27,sambar,40.21,7.47,khichdi,47.13,9.9
276,Thursday,upma,24.76,4.52,poori,56.08,2.81,roti,82.91,18.99
961,Friday,rajma,57.75,5.22,biryani,53.28,11.68,pulao,62.62,10.21
293,Tuesday,rajma,94.85,12.27,dal,83.43,10.2,roti,25.71,1.64
239,Thursday,paratha,58.76,14.0,roti,41.9,3.63,sambar,3.11,0.6
817,Thursday,roti,36.54,1.87,biryani,84.1,8.23,paratha,22.32,1.2
316,Sunday,rajma,98.09,16.81,biryani,74.64,11.24,poori,34.02,5.47
635,Saturday,khichdi,48.57,2.44,idli,16.9,0.89,paneer,82.56,7.12
887,Monday,pulao,77.24,12.11,poori,64.26,10.99,upma,7.36,0.5
406,Tuesday,rajma,44.2,10.04,dosa,57.17,12.68,vada,21.0,2.77
556,Thursday,pulao,62.88,3.58,idli,88.93,13.03,chole,33.2,4.15
277,Tuesday,poori,96.41,21.48,chole,24.27,1.61,paneer,59.01,12.93
900,Thursday,upma,81.85,8.7,biryani,45.56,3.44,rajma,90.04,18.97
888,Thursday,roti,59.44,3.83,sambar,98.13,5.35,idli,63.73,15.03
636,Friday,vada,88.67,20.04,dosa,32.15,1.62,pulao,21.14,1.56
124,Thursday,vada,17.74,1.33,poori,29.96,5.37,rajma,54.67,6.86
780,Thursday,biryani,92.06,7.28,chole,93.63,19.53,dosa,11.39,2.54
870,Monday,idli,97.72,21.56,dal,94.05,8.67,dosa,54.36,11.47
834,Wednesday,poori,1.08,0.19,biryani,47.05,8.95,paratha,1.08,0.2
373,Tuesday,sambar,92.89,22.66,poori,59.58,8.81,paneer,38.3,6.32
342,Friday,pulao,12.12,2.83,biryani,60.72,12.91,poori,54.02,13.35
253,Saturday,dosa,40.39,3.68,sambar,88.98,7.52,pulao,6.89,0.72
380,Sunday,khichdi,17.03,3.46,poori,71.47,15.92,roti,92.44,22.23
266,Monday,pulao,42.25,7.35,idli,94.28,6.47,paneer,24.37,1.82
489,Saturday,vada,14.27,2.72,poori,58.4,9.33,dal,83.97,16.51
276,Friday,paratha,77.19,12.61,sambar,66.18,3.38,dosa,18.01,2.93
376,Tuesday,chole,44.26,3.73,roti,63.69,14.83,sambar,26.79,5.11
326,Monday,roti,65.51,13.14,upma,47.64,4.22,dosa,86.8,19.8
371,Monday,roti,41.84,7.37,khichdi,56.29,13.22,paneer,85.85,6.04
590,Wednesday,pulao,59.36,7.77,biryani,2.98,0.17,roti,91.46,7.14
250,Saturday,upma,49.94,6.08,poori,27.92,6.83,biryani,58.68,6.75
132,Tuesday,idli,9.79,2.37,paneer,51.34,11.91,dosa,23.94,3.03
478,Saturday,paneer,15.72,1.45,dal,33.33,2.44,rajma,36.19,2.73
154,Tuesday,chole,90.63,15.11,khichdi,20.09,2.46,dosa,50.9,6.53
939,Thursday,poori,64.77,10.41,paratha,59.53,13.75,paneer,40.44,4.47
784,Monday,idli,44.37,10.27,upma,84.92,10.65,khichdi,11.7,1.97
990,Sunday,roti,70.77,17.01,khichdi,31.7,4.73,upma,59.24,11.23
178,Thursday,chole,55.53,11.43,vada,76.35,5.77,sambar,1.15,0.21
864,Monday,sambar,18.57,2.05,paneer,72.11,5.24,idli,53.18,8.04
902,Tuesday,paneer,10.32,1.15,upma,7.46,0.41,paratha,83.83,13.02
237,Thursday,idli,1.08,0.22,vada,51.89,9.48,chole,83.92,12.42
910,Tuesday,rajma,17.75,4.14,biryani,34.5,7.88,paratha,64.83,11.31
498,Tuesday,biryani,99.59,14.07,poori,84.89,6.0,chole,48.78,11.86
556,Wednesday,sambar,60.98,11.27,biryani,24.74,4.37,poori,78.35,11.11
183,Saturday,sambar,32.85,3.55,vada,1.01,0.2,upma,17.84,3.41
759,Thursday,rajma,67.51,4.61,idli,28.67,6.87,chole,50.73,6.67
553,Friday,upma,42.45,10.09,roti,30.2,6.1,khichdi,12.53,2.87
138,Wednesday,idli,36.62,2.87,dal,71.29,17.16,upma,17.45,2.51
987,Tuesday,pulao,31.12,2.11,roti,59.48,13.96,dosa,12.02,2.11
765,Monday,roti,48.37,10.6,paratha,35.2,5.47,poori,47.47,4.91
894,Saturday,biryani,45.69,8.99,pulao,58.81,14.61,paneer,89.07,15.45
699,Monday,paratha,8.26,1.7,chole,23.86,2.13,vada,93.1,9.04
644,Saturday,paneer,22.42,1.28,paratha,81.37,18.36,vada,41.99,9.24
190,Monday,idli,66.74,4.94,khichdi,45.85,8.2,upma,53.6,10.31
158,Tuesday,chole,88.01,21.38,paratha,91.73,10.96,paneer,90.86,5.97
363,Sunday,paneer,56.7,3.04,pulao,85.83,19.59,khichdi,1.65,0.2
234,Tuesday,paneer,67.63,16.77,sambar,59.56,9.26,rajma,63.77,10.18
656,Thursday,vada,93.57,20.62,roti,79.45,13.31,pulao,20.65,1.49
104,Saturday,paneer,26.61,6.47,upma,39.41,3.12,idli,75.61,17.44
640,Tuesday,paneer,46.73,10.38,paratha,85.03,10.23,poori,70.46,16.92
589,Thursday,sambar,75.39,9.92,roti,93.45,5.4,biryani,14.39,2.49
840,Monday,pulao,44.14,5.9,chole,65.42,15.62,upma,25.75,5.99
738,Wednesday,idli,82.03,19.13,upma,94.27,11.52,vada,37.14,3.67
741,Friday,vada,22.3,4.36,idli,95.42,10.32,pulao,76.45,13.78
369,Tuesday,upma,70.44,13.21,chole,91.38,18.08,poori,60.05,11.24
494,Thursday,idli,26.24,4.57,paratha,55.36,13.57,dal,52.27,6.27
706,Saturday,poori,95.33,7.97,paratha,1.99,0.17,idli,94.11,16.43
159,Thursday,paratha,74.37,17.54,dosa,68.84,16.91,sambar,69.25,8.68
861,Saturday,biryani,90.52,17.41,khichdi,56.07,9.65,roti,42.12,4.51
895,Tuesday,roti,75.17,8.2,paratha,8.65,1.93,paneer,74.52,15.42
420,Sunday,paneer,82.79,14.77,poori,2.12,0.52,khichdi,58.21,7.3
122,Monday,pulao,12.25,2.31,rajma,92.49,16.9,dosa,98.86,14.26
178,Wednesday,khichdi,65.11,9.95,rajma,26.65,2.06,pulao,42.29,3.54
622,Sunday,paneer,22.17,1.71,biryani,73.88,5.87,idli,94.21,14.42
205,Wednesday,roti,94.72,12.27,vada,68.34,6.61,idli,25.96,2.35
829,Sunday,pulao,60.72,10.55,dal,80.15,15.33,biryani,9.34,1.65
858,Monday,paratha,27.54,5.04,dal,35.44,8.03,roti,35.26,6.71
681,Tuesday,dosa,78.5,5.21,rajma,88.88,21.27,paratha,64.29,6.02
754,Wednesday,pulao,96.68,6.99,roti,73.18,13.01,khichdi,16.59,1.16
266,Tuesday,sambar,68.55,11.1,paratha,15.93,1.96,paneer,75.9,5.88
682,Saturday,sambar,33.89,2.54,biryani,82.44,6.15,paratha,98.52,6.71
473,Sunday,chole,33.21,4.08,sambar,50.86,5.38,idli,54.07,3.18
473,Wednesday,roti,20.28,4.48,dal,99.05,20.6,chole,58.99,12.05
465,Sunday,upma,93.94,14.38,roti,68.81,11.87,khichdi,77.84,8.59
347,Wednesday,idli,31.76,6.35,khichdi,55.24,7.61,biryani,30.13,4.96
374,Tuesday,roti,78.8,10.67,paneer,71.49,16.55,paratha,40.12,6.89
969,Thursday,roti,34.88,4.01,upma,97.9,7.53,pulao,88.9,20.03
360,Saturday,khichdi,52.17,11.63,dosa,64.02,11.69,pulao,31.13,4.61
774,Tuesday,pulao,25.13,4.81,khichdi,51.32,2.86,sambar,41.08,8.26
915,Sunday,dal,11.28,1.16,vada,57.5,6.91,biryani,65.75,7.49
364,Wednesday,paneer,22.21,3.83,biryani,2.56,0.42,sambar,29.94,5.27
588,Monday,vada,14.19,0.88,sambar,37.51,6.69,idli,88.08,19.65
492,Friday,biryani,20.38,4.15,upma,43.82,3.18,paneer,78.33,14.71
695,Monday,vada,81.58,17.49,pulao,95.32,5.82,poori,35.03,2.04
549,Thursday,khichdi,89.57,12.32,paratha,82.61,11.02,dosa,55.47,11.57
873,Saturday,upma,42.61,3.5,idli,78.42,9.78,chole,61.43,14.95
548,Friday,dosa,94.07,18.08,paratha,55.07,8.94,sambar,12.25,2.92
118,Monday,vada,9.89,2.4,biryani,55.01,12.4,roti,13.23,0.88
288,Wednesday,vada,90.46,7.27,chole,94.07,12.6,biryani,63.55,12.53
393,Monday,rajma,59.05,13.7,roti,46.01,6.74,chole,42.56,10.22
710,Sunday,khichdi,74.67,18.01,pulao,71.71,6.57,vada,25.1,3.04
759,Thursday,sambar,5.47,0.98,pulao,7.07,1.39,khichdi,6.04,0.82
628,Tuesday,vada,87.87,4.95,upma,22.35,4.23,paneer,7.64,0.96
191,Friday,vada,42.9,3.97,paneer,60.25,8.09,dal,96.19,5.45
256,Thursday,roti,16.98,3.55,rajma,37.74,6.19,vada,1.53,0.2
770,Tuesday,poori,36.57,2.04,chole,46.15,8.04,vada,84.8,16.72
157,Monday,chole,25.03,1.84,roti,69.26,7.66,rajma,35.56,7.54
379,Thursday,vada,94.48,19.4,khichdi,9.12,1.01,biryani,37.68,7.93
558,Friday,paneer,32.83,4.47,khichdi,17.35,2.64,pulao,14.56,3.01
398,Monday,roti,86.08,14.28,dosa,82.29,13.68,idli,9.94,1.11
581,Saturday,poori,72.88,16.36,idli,77.16,7.03,rajma,74.11,7.4
545,Thursday,sambar,14.2,2.11,rajma,83.41,5.29,khichdi,49.28,7.33
492,Friday,roti,47.86,6.86,dal,39.26,8.12,vada,33.12,2.53
944,Tuesday,khichdi,57.5,7.86,poori,47.55,9.79,sambar,36.65,4.87
839,Monday,khichdi,31.22,6.78,biryani,66.84,16.34,rajma,3.94,0.3
944,Saturday,roti,52.7,5.18,dal,58.02,5.08,sambar,69.01,12.08
429,Tuesday,paneer,12.7,1.49,vada,43.31,10.01,roti,28.11,4.76
510,Monday,paneer,37.99,4.47,khichdi,45.55,5.14,sambar,46.94,8.29
983,Wednesday,upma,57.03,3.03,khichdi,42.54,3.16,rajma,24.72,2.92
986,Thursday,paneer,47.72,7.56,paratha,54.38,6.15,upma,82.69,9.1
415,Friday,chole,72.47,7.09,biryani,4.5,0.83,pulao,87.61,7.83
652,Friday,sambar,61.76,6.23,dal,61.22,7.03,idli,46.62,11.08
527,Thursday,poori,5.7,0.66,dal,12.89,2.72,biryani,63.86,5.36
479,Saturday,idli,99.51,19.97,biryani,34.49,5.77,paneer,61.97,4.2
534,Saturday,sambar,32.41,6.14,paneer,47.94,8.71,rajma,44.16,4.37
484,Sunday,roti,18.65,2.39,chole,15.64,3.9,dal,94.38,18.41
434,Tuesday,rajma,24.18,1.89,idli,8.95,0.87,chole,60.07,11.13
431,Tuesday,chole,10.12,1.16,paratha,74.38,11.69,biryani,64.28,13.81
156,Tuesday,upma,1.48,0.35,roti,42.03,6.69,dal,52.64,7.45
612,Thursday,khichdi,84.38,14.73,rajma,94.71,13.26,pulao,87.37,15.16
678,Saturday,upma,71.09,7.89,paneer,67.06,11.37,roti,38.13,5.17
443,Tuesday,chole,6.06,1.19,upma,35.34,8.32,idli,11.95,1.47
738,Tuesday,sambar,11.08,2.21,biryani,73.6,10.82,dal,48.78,11.16
816,Friday,chole,59.08,9.86,khichdi,47.83,5.11,upma,5.68,0.57
644,Monday,khichdi,33.65,6.13,idli,59.84,10.13,roti,54.77,9.06
868,Sunday,dosa,7.79,1.79,poori,21.25,4.14,sambar,77.45,4.94
713,Sunday,poori,40.37,4.28,biryani,44.25,5.95,sambar,37.7,6.07
534,Tuesday,rajma,38.36,8.65,sambar,56.01,6.78,biryani,92.64,10.2
445,Sunday,rajma,26.03,3.62,roti,39.44,5.89,vada,2.98,0.33
283,Friday,dosa,99.9,15.98,upma,49.94,7.49,vada,89.22,9.26
680,Wednesday,poori,30.66,5.98,khichdi,11.03,1.61,sambar,9.36,0.72
496,Sunday,upma,18.8,2.26,idli,80.82,19.87,biryani,99.83,21.49
219,Saturday,roti,24.43,4.78,pulao,58.68,3.39,poori,48.89,9.38
967,Sunday,upma,23.83,4.09,vada,46.44,2.75,rajma,60.59,7.88
605,Tuesday,poori,83.04,15.09,roti,51.6,5.91,paneer,70.94,5.6
402,Monday,dosa,43.62,6.69,dal,94.95,19.14,sambar,68.74,5.06
397,Wednesday,roti,76.51,17.86,pulao,92.52,16.84,khichdi,63.52,4.02
416,Thursday,pulao,1.64,0.25,idli,78.09,16.27,khichdi,53.08,11.35
974,Thursday,rajma,60.62,13.52,dosa,4.51,0.4,idli,82.18,16.7
824,Monday,paneer,87.65,13.22,chole,57.68,6.0,roti,26.09,4.26
182,Monday,paneer,5.07,0.38,biryani,57.69,13.7,poori,8.47,0.52
867,Thursday,upma,97.67,7.67,pulao,92.55,15.85,biryani,42.1,8.14
763,Monday,idli,96.5,19.8,rajma,34.36,6.83,poori,40.93,4.48
797,Wednesday,rajma,21.08,1.95,idli,13.88,1.79,poori,18.73,0.96
486,Sunday,dal,12.12,1.12,vada,71.88,11.41,paneer,98.16,20.5
632,Sunday,upma,31.34,7.57,pulao,30.74,6.78,biryani,83.4,12.48
747,Thursday,idli,88.74,9.31,sambar,38.21,8.19,pulao,77.94,9.84
239,Wednesday,poori,51.44,7.24,vada,20.86,2.61,idli,68.66,16.99
161,Thursday,pulao,85.58,12.0,biryani,65.32,6.94,upma,87.35,6.6
836,Thursday,roti,74.39,8.27,poori,97.6,5.43,chole,69.67,15.29
783,Saturday,khichdi,93.38,5.9,paneer,69.67,11.98,chole,56.3,11.72
771,Wednesday,khichdi,73.97,7.31,upma,50.62,11.67,poori,82.56,12.5
676,Wednesday,biryani,74.69,18.22,paneer,11.71,1.11,dosa,39.9,2.86
201,Saturday,sambar,52.69,10.7,paratha,62.2,10.96,dosa,69.42,10.21
352,Sunday,khichdi,53.61,12.32,dosa,19.61,4.61,sambar,13.37,1.05
881,Sunday,pulao,86.23,5.99,idli,69.02,3.54,dosa,15.24,2.41
589,Wednesday,khichdi,62.85,10.34,pulao,54.64,5.87,vada,98.71,13.02
216,Thursday,paneer,44.14,7.45,dosa,2.6,0.37,khichdi,54.19,3.87
737,Thursday,khichdi,90.49,4.68,sambar,16.66,3.33,chole,62.91,6.69
361,Wednesday,pulao,9.27,1.91,paneer,32.42,2.58,vada,84.52,11.93
522,Tuesday,idli,54.31,7.85,dosa,64.49,11.49,roti,91.64,8.76
915,Thursday,poori,99.26,5.19,roti,9.77,1.57,idli,60.93,12.62
707,Friday,roti,94.14,8.45,poori,30.77,4.89,paneer,51.48,9.37
581,Wednesday,dal,30.79,3.19,dosa,33.89,7.7,poori,24.5,4.11
492,Saturday,dal,50.74,8.07,chole,88.28,20.86,roti,11.75,2.63
379,Wednesday,rajma,76.54,8.14,paratha,33.15,6.79,sambar,17.36,3.32
847,Saturday,chole,75.82,17.64,idli,23.27,3.3,paneer,56.29,11.82
449,Tuesday,dal,30.51,6.94,rajma,1.23,0.19,roti,6.99,0.75
384,Thursday,biryani,57.85,6.01,pulao,85.68,14.66,idli,23.92,5.89
501,Sunday,biryani,16.18,1.72,chole,26.88,5.56,paratha,7.59,1.27
999,Tuesday,dal,42.56,7.17,idli,81.98,17.78,khichdi,53.75,5.78
601,Friday,pulao,36.71,8.21,dosa,14.73,1.02,poori,79.14,6.72
964,Sunday,roti,87.22,16.13,dosa,47.88,10.15,sambar,61.93,11.59
587,Sunday,khichdi,83.38,17.75,chole,74.67,18.27,paratha,75.24,9.02
278,Sunday,upma,49.45,3.21,poori,12.68,1.75,dosa,64.14,5.78
806,Tuesday,biryani,81.55,8.65,dosa,43.52,6.89,vada,37.85,6.23
961,Monday,khichdi,36.84,4.94,idli,40.33,8.88,biryani,20.55,2.93
284,Monday,rajma,63.64,10.99,khichdi,42.27,3.69,roti,9.6,1.84
978,Saturday,poori,59.75,5.95,paneer,48.82,6.42,dal,10.18,0.75
495,Thursday,khichdi,23.7,2.21,rajma,62.36,11.15,roti,56.28,4.78
899,Tuesday,dosa,78.03,5.11,sambar,11.94,2.83,upma,63.59,5.07
894,Monday,vada,68.57,8.95,rajma,86.37,12.63,upma,27.03,2.98
805,Saturday,poori,5.22,0.54,vada,43.78,2.38,upma,8.23,0.98
995,Saturday,paratha,31.75,7.56,pulao,60.12,8.07,roti,26.63,4.18
557,Thursday,pulao,11.43,2.12,dosa,15.97,3.47,upma,31.51,7.43
312,Saturday,biryani,66.28,3.33,sambar,30.43,2.77,roti,10.7,1.61
596,Thursday,pulao,15.78,1.5,khichdi,72.24,4.01,dosa,53.99,11.18
542,Saturday,roti,58.94,10.61,idli,71.85,10.41,khichdi,21.43,2.11
